Totales Territoriales;Comunidades y Ciudades Autonomas;Ramas de actividad;periodo;Total
Total Nacional;19 Melilla;PRODUCTO INTERIOR BRUTO A PRECIOS DE MERCADO;2004;1.130.075
Total Nacional;19 Melilla;PRODUCTO INTERIOR BRUTO A PRECIOS DE MERCADO;2003;1.059.665
Total Nacional;19 Melilla;PRODUCTO INTERIOR BRUTO A PRECIOS DE MERCADO;2002;993.232
Total Nacional;19 Melilla;PRODUCTO INTERIOR BRUTO A PRECIOS DE MERCADO;2001;953.301
Total Nacional;19 Melilla;PRODUCTO INTERIOR BRUTO A PRECIOS DE MERCADO;2000;921.312
Total Nacional;19 Melilla;B_E. Industrias extractivas, industria manufacturera, suministro de energia electrica, gas, vapor y aire acondicionado, suministro de agua, actividades de saneamiento, gestion de residuos y descontaminacion;2022 (A);87.706
Total Nacional;19 Melilla;B_E. Industrias extractivas, industria manufacturera, suministro de energia electrica, gas, vapor y aire acondicionado, suministro de agua, actividades de saneamiento, gestion de residuos y descontaminacion;2021 (P);68.466
Total Nacional;19 Melilla;B_E. Industrias extractivas, industria manufacturera, suministro de energia electrica, gas, vapor y aire acondicionado, suministro de agua, actividades de saneamiento, gestion de residuos y descontaminacion;2020;58.690
Total Nacional;19 Melilla;B_E. Industrias extractivas, industria manufacturera, suministro de energia electrica, gas, vapor y aire acondicionado, suministro de agua, actividades de saneamiento, gestion de residuos y descontaminacion;2019;64.244
Total Nacional;19 Melilla;B_E. Industrias extractivas, industria manufacturera, suministro de energia electrica, gas, vapor y aire acondicionado, suministro de agua, actividades de saneamiento, gestion de residuos y descontaminacion;2018;67.079
Total Nacional;19 Melilla;B_E. Industrias extractivas, industria manufacturera, suministro de energia electrica, gas, vapor y aire acondicionado, suministro de agua, actividades de saneamiento, gestion de residuos y descontaminacion;2017;64.960
Total Nacional;19 Melilla;B_E. Industrias extractivas, industria manufacturera, suministro de energia electrica, gas, vapor y aire acondicionado, suministro de agua, actividades de saneamiento, gestion de residuos y descontaminacion;2016;66.609
Total Nacional;19 Melilla;B_E. Industrias extractivas, industria manufacturera, suministro de energia electrica, gas, vapor y aire acondicionado, suministro de agua, actividades de saneamiento, gestion de residuos y descontaminacion;2015;65.886
Total Nacional;19 Melilla;B_E. Industrias extractivas, industria manufacturera, suministro de energia electrica, gas, vapor y aire acondicionado, suministro de agua, actividades de saneamiento, gestion de residuos y descontaminacion;2014;63.772
Total Nacional;19 Melilla;B_E. Industrias extractivas, industria manufacturera, suministro de energia electrica, gas, vapor y aire acondicionado, suministro de agua, actividades de saneamiento, gestion de residuos y descontaminacion;2013;59.905
Total Nacional;19 Melilla;B_E. Industrias extractivas, industria manufacturera, suministro de energia electrica, gas, vapor y aire acondicionado, suministro de agua, actividades de saneamiento, gestion de residuos y descontaminacion;2012;56.031
Total Nacional;19 Melilla;B_E. Industrias extractivas, industria manufacturera, suministro de energia electrica, gas, vapor y aire acondicionado, suministro de agua, actividades de saneamiento, gestion de residuos y descontaminacion;2011;55.033
Total Nacional;19 Melilla;B_E. Industrias extractivas, industria manufacturera, suministro de energia electrica, gas, vapor y aire acondicionado, suministro de agua, actividades de saneamiento, gestion de residuos y descontaminacion;2010;58.578
Total Nacional;19 Melilla;B_E. Industrias extractivas, industria manufacturera, suministro de energia electrica, gas, vapor y aire acondicionado, suministro de agua, actividades de saneamiento, gestion de residuos y descontaminacion;2009;55.379
Total Nacional;19 Melilla;B_E. Industrias extractivas, industria manufacturera, suministro de energia electrica, gas, vapor y aire acondicionado, suministro de agua, actividades de saneamiento, gestion de residuos y descontaminacion;2008;59.407
Total Nacional;19 Melilla;B_E. Industrias extractivas, industria manufacturera, suministro de energia electrica, gas, vapor y aire acondicionado, suministro de agua, actividades de saneamiento, gestion de residuos y descontaminacion;2007;52.958
Total Nacional;19 Melilla;B_E. Industrias extractivas, industria manufacturera, suministro de energia electrica, gas, vapor y aire acondicionado, suministro de agua, actividades de saneamiento, gestion de residuos y descontaminacion;2006;49.262
Total Nacional;19 Melilla;B_E. Industrias extractivas, industria manufacturera, suministro de energia electrica, gas, vapor y aire acondicionado, suministro de agua, actividades de saneamiento, gestion de residuos y descontaminacion;2005;46.936
Total Nacional;19 Melilla;B_E. Industrias extractivas, industria manufacturera, suministro de energia electrica, gas, vapor y aire acondicionado, suministro de agua, actividades de saneamiento, gestion de residuos y descontaminacion;2004;42.612
Total Nacional;19 Melilla;B_E. Industrias extractivas, industria manufacturera, suministro de energia electrica, gas, vapor y aire acondicionado, suministro de agua, actividades de saneamiento, gestion de residuos y descontaminacion;2003;38.843
Total Nacional;19 Melilla;B_E. Industrias extractivas, industria manufacturera, suministro de energia electrica, gas, vapor y aire acondicionado, suministro de agua, actividades de saneamiento, gestion de residuos y descontaminacion;2002;37.653
Total Nacional;19 Melilla;B_E. Industrias extractivas, industria manufacturera, suministro de energia electrica, gas, vapor y aire acondicionado, suministro de agua, actividades de saneamiento, gestion de residuos y descontaminacion;2001;36.692
Total Nacional;19 Melilla;B_E. Industrias extractivas, industria manufacturera, suministro de energia electrica, gas, vapor y aire acondicionado, suministro de agua, actividades de saneamiento, gestion de residuos y descontaminacion;2000;35.729
